	G1_binary_sum	G1_binary_avg	G1_nonzero_avg	G1_nonzero_cov	G1_burstfrequency	G1_burstsize	G2_binary_sum	G2_binary_avg	G2_nonzero_avg	G2_nonzero_cov	G2_burstfrequency	G2_burstsize	G1_ML_burstfrequency	G1_ML_burstsize	G2_ML_burstfrequency	G2_ML_burstsize	G1vsG2_burstfrequency_P	G1vsG2_burstfrequency_Padj	G1vsG2_burstfrequency_95%confratio	G1vsG2_burstsize_P	G1vsG2_burstsize_Padj	G1vsG2_burstsize_95%confratio
ENSG00000000003	2.0	0.0058309037900874635	1.5	0.3333333333333333	0.0185584683197647	0.5170645631415276	1.0	0.0028653295128939827	1.0	0.0	0.001999960000799984	0.01	0.017643338952616928	0.5170645594545751	0.1996007781038451	0.014967206489888725						
ENSG00000000419	258.0	0.7521865889212828	2.306201550387597	0.6196121486419721	6.767128496151021	0.28413044638660445	198.0	0.5673352435530086	1.6565656565656566	0.5604119649809002	6.859844798437766	0.14472397692533134	6.412856372624931	0.28194325368102174	6.755652216748209	0.14499578691215584	0.9901960784313726	0.9901960784313726	1.9525466300229548	0.050898203592814384	0.25499001996007997	2.211551648736579
ENSG00000000457	31.0	0.09037900874635568	1.2580645161290323	0.4932149759402908	0.5678496705825514	0.21105202334623704	78.0	0.22349570200573066	1.2948717948717947	0.5262448422145868	1.9448480886376749	0.15573933767433173	0.5614405608878018	0.2110508151747562	1.84967914586324	0.16315450571189805	0.07584830339321358	0.2654690618762475	4.61189852719923	0.6764705882352942	0.892156862745098	4.7879948196391116
ENSG00000000460	109.0	0.3177842565597668	1.4311926605504586	0.5628628568850049	2.312725144315087	0.20577910625592202	122.0	0.3495702005730659	1.4262295081967211	0.6149156724181727	2.987538187072219	0.1753322137041896	2.237383036754935	0.21196407798742248	2.746096700869938	0.18810625332515538	0.5882352941176471	0.9745098039215686	2.999815526096577	0.7647058823529411	0.892156862745098	3.2891125034621793
ENSG00000000938	0.0	0.0					0.0	0.0														
ENSG00000000971	75.0	0.21865889212827988	1.4266666666666665	0.5389858263662137	1.16481223038014	0.28132734458615005	86.0	0.24641833810888253	1.430232558139535	0.7116027532401281	1.4067785506493367	0.2626652721325273	1.1557598038600274	0.28132462367240385	1.304410971731249	0.28178002500853816	0.696078431372549	0.9745098039215686	2.519980256940316	0.892156862745098	0.892156862745098	3.1663747842056535
ENSG00000001036	42.0	0.12244897959183673	1.2619047619047619	0.4594639872409782	0.8374367703056943	0.1937260520439187	67.0	0.19197707736389685	1.4477611940298507	0.5102832441552405	0.9060544443349813	0.3219547724989607	0.8315341115241353	0.1937240514652454	0.901179061035673	0.32195253727426787	0.9117647058823529	0.9901960784313726	3.078471476531207	0.303921568627451	0.7091503267973858	3.3122081942345174
ENSG00000001084	155.0	0.4518950437317784	1.632258064516129	0.6566025226752595	3.1179593275643653	0.25002418369830964	114.0	0.32664756446991405	1.5087719298245614	0.5569269774338625	1.9382012574634928	0.26572544963505207	2.853861040164682	0.2695108655655816	1.9471631075137454	0.2639235924706146	0.20459081836327342	0.47737857618097135	2.198870106672618	0.8431372549019608	0.892156862745098	2.827374070059196
ENSG00000001167	40.0	0.11661807580174927	1.475	0.7424812241969326	0.44381895217801726	0.4068723137273384	71.0	0.2034383954154728	1.2394366197183098	0.416597790450531	2.2380064910770714	0.11808357117402818	0.4398878455708601	0.4068723465515623	2.248638478411199	0.11692397280803382	0.0239520958083832	0.1676646706586824	4.430115494053626	0.0728542914171657	0.25499001996007997	4.911177676279995
