burst_size	close_chance	degrade_chance	freq_adj0	loss_chance	mean_occupancy	open_chance	size_adj0	size_cov	switching_rate	transcribe_chance
0.01	100.0	0.065	1.8993612111994906e-05	0.0	1.999960000799984e-05	0.002	1.0095995513025593	0.09751056276990935	0.00999980000399992	1.0
0.03628356895635042	100.0	0.065	6.723532631425222e-05	0.0	1.999960000799984e-05	0.002	1.0348304405562816	0.18346263278581218	0.00999980000399992	3.628356895635042
0.4776722333057848	100.0	0.065	0.0006280225843248166	0.0	1.999960000799984e-05	0.002	1.458516842628471	0.5607229467779499	0.00999980000399992	47.76722333057848
2.000000000000001	100.0	0.065	0.00131357377429131	0.0	1.999960000799984e-05	0.002	2.919659731518405	0.8109674975320357	0.00999980000399992	200.00000000000009
0.011539579935230481	100.0	0.065	2.1885792520603964e-05	0.0	1.999960000799984e-05	0.002	1.0110774759571612	0.10467165192518123	0.00999980000399992	1.1539579935230482
0.041869714430725284	100.0	0.065	7.718676819012948e-05	0.0	1.999960000799984e-05	0.002	1.0401928276553352	0.1965714744032236	0.00999980000399992	4.186971443072529
0.413942479697589	100.0	0.065	0.0005680584491295493	0.0	1.999960000799984e-05	0.002	1.3973451331005478	0.5332807513820867	0.00999980000399992	41.3942479697589
1.7331653415684352	100.0	0.065	0.0012477711311396078	0.0	1.999960000799984e-05	0.002	2.66355565517812	0.7903912816616303	0.00999980000399992	173.31653415684352
0.013316190508157393	100.0	0.065	2.521275693112557e-05	0.0	1.999960000799984e-05	0.002	1.0127829379527968	0.1123461451616588	0.00999980000399992	1.3316190508157393
0.04831589165386277	100.0	0.065	8.85435552767655e-05	0.0	1.999960000799984e-05	0.002	1.0463807851211782	0.21053668326310843	0.00999980000399992	4.831589165386277
0.3587153796073786	100.0	0.065	0.0005116811516042707	0.0	1.999960000799984e-05	0.002	1.3443343354878958	0.5061251166108193	0.00999980000399992	35.87153796073786
1.5019310506070158	100.0	0.065	0.001179583827606634	0.0	1.999960000799984e-05	0.002	2.4416190218728997	0.7684887163274728	0.00999980000399992	150.19310506070158
0.015366324480163965	100.0	0.065	2.9038035963546704e-05	0.0	1.999960000799984e-05	0.002	1.0147509681453262	0.12056790207922959	0.00999980000399992	1.5366324480163964
0.05575450938816848	100.0	0.065	0.00010148301121570835	0.0	1.999960000799984e-05	0.002	1.0535214123847032	0.2253960166051831	0.00999980000399992	5.575450938816847
0.31085653171153665	100.0	0.065	0.00045910247742886323	0.0	1.999960000799984e-05	0.002	1.2983957173259395	0.47941527903906983	0.00999980000399992	31.085653171153666
1.301547421168774	100.0	0.065	0.0011096116219185825	0.0	1.999960000799984e-05	0.002	2.2492913476779646	0.745344369682469	0.00999980000399992	130.1547421168774
0.017732092964954104	100.0	0.065	3.3433848441122294e-05	0.0	1.999960000799984e-05	0.002	1.0170219905975322	0.1293723177725062	0.00999980000399992	1.7732092964954103
0.06433836178343283	100.0	0.065	0.00011619830399067776	0.0	1.999960000799984e-05	0.002	1.0617613757423725	0.241184703623685	0.00999980000399992	6.433836178343284
0.2693828834813022	100.0	0.065	0.00041043452492550703	0.0	1.999960000799984e-05	0.002	1.258585793188965	0.4532918995343553	0.00999980000399992	26.938288348130218
1.1278984403887466	100.0	0.065	0.0010385231589750132	0.0	1.999960000799984e-05	0.002	2.082622345757108	0.7210708558469326	0.00999980000399992	112.78984403887466
0.020462090418802596	100.0	0.065	3.848209599943697e-05	0.0	1.999960000799984e-05	0.002	1.0196426528222793	0.13879621921482996	0.00999980000399992	2.0462090418802594
0.07424376687017012	100.0	0.065	0.0001328978028625194	0.0	1.999960000799984e-05	0.002	1.0712699205245628	0.25793430687994756	0.00999980000399992	7.424376687017012
0.23344253863078063	100.0	0.065	0.0003656995654720552	0.0	1.999960000799984e-05	0.002	1.2240869461813804	0.42787537127079367	0.00999980000399992	23.344253863078062
0.977417242845434	100.0	0.065	0.0009670315302803267	0.0	1.999960000799984e-05	0.002	1.9381887799512807	0.6958065993871665	0.00999980000399992	97.7417242845434
0.02361239280296863	100.0	0.065	4.4275407030558434e-05	0.0	1.999960000799984e-05	0.002	1.0226667839250174	0.14887770864176833	0.00999980000399992	2.361239280296863
0.08567418824909445	100.0	0.065	0.00015180364104105948	0.0	1.999960000799984e-05	0.002	1.0822423469387195	0.2756713881106035	0.00999980000399992	8.567418824909446
0.2022972586013098	100.0	0.065	0.000324842653842361	0.0	1.999960000799984e-05	0.002	1.1941906352507572	0.40326518495978625	0.00999980000399992	20.22972586013098
