burst_size	close_chance	degrade_chance	freq_adj0	loss_chance	mean_occupancy	open_chance	size_adj0	size_cov	switching_rate	transcribe_chance
0.01	100.0	0.065	9.553169934894967e-06	0.0	1.999960000799984e-05	0.002	1.0096467274490912	0.09774705576807298	0.00999980000399992	1.0
0.03628356895635042	100.0	0.065	3.381315650308192e-05	0.0	1.999960000799984e-05	0.002	1.0350020963782884	0.18389535776413402	0.00999980000399992	3.628356895635042
0.4776722333057848	100.0	0.065	0.0003153851048206535	0.0	1.999960000799984e-05	0.002	1.460850466531991	0.5615979402556326	0.00999980000399992	47.76722333057848
2.000000000000001	100.0	0.065	0.0006584277835979258	0.0	1.999960000799984e-05	0.002	2.92980551605087	0.8113948093299688	0.00999980000399992	200.00000000000009
0.011539579935230481	100.0	0.065	1.1007764315507096e-05	0.0	1.999960000799984e-05	0.002	1.0111319244845771	0.10492509544640037	0.00999980000399992	1.1539579935230482
0.041869714430725284	100.0	0.065	3.881685509043997e-05	0.0	1.999960000799984e-05	0.002	1.0403910264122052	0.19703240808546332	0.00999980000399992	4.186971443072529
0.413942479697589	100.0	0.065	0.000285316771926003	0.0	1.999960000799984e-05	0.002	1.399360594966164	0.5341595274006694	0.00999980000399992	41.3942479697589
1.7331653415684352	100.0	0.065	0.0006255600570397313	0.0	1.999960000799984e-05	0.002	2.672316728516381	0.7908883203933401	0.00999980000399992	173.31653415684352
0.013316190508157393	100.0	0.065	1.2681003467074348e-05	0.0	1.999960000799984e-05	0.002	1.0128457815146232	0.11261765567934007	0.00999980000399992	1.3316190508157393
0.04831589165386277	100.0	0.065	4.452687426226287e-05	0.0	1.999960000799984e-05	0.002	1.0466096497845385	0.2110270469110393	0.00999980000399992	4.831589165386277
0.3587153796073786	100.0	0.065	0.0002570381420101686	0.0	1.999960000799984e-05	0.002	1.3460753426093444	0.5070005049162153	0.00999980000399992	35.87153796073786
1.5019310506070158	100.0	0.065	0.0005914876142396608	0.0	1.999960000799984e-05	0.002	2.449183280873506	0.7690526890439171	0.00999980000399992	150.19310506070158
0.015366324480163965	100.0	0.065	1.4604827367814543e-05	0.0	1.999960000799984e-05	0.002	1.0148235032310726	0.12085864618208407	0.00999980000399992	1.5366324480163964
0.05575450938816848	100.0	0.065	5.103224074876067e-05	0.0	1.999960000799984e-05	0.002	1.0537857119096512	0.2259169389774139	0.00999980000399992	5.575450938816847
0.31085653171153665	100.0	0.065	0.00023065719980019939	0.0	1.999960000799984e-05	0.002	1.2998999497572308	0.48028082236672204	0.00999980000399992	31.085653171153666
1.301547421168774	100.0	0.065	0.0005565090114115767	0.0	1.999960000799984e-05	0.002	2.255821543834331	0.7459712024464232	0.00999980000399992	130.1547421168774
0.017732092964954104	100.0	0.065	1.681554123234008e-05	0.0	1.999960000799984e-05	0.002	1.0171057145868603	0.12968350853612115	0.00999980000399992	1.7732092964954103
0.06433836178343283	100.0	0.065	5.842990509719037e-05	0.0	1.999960000799984e-05	0.002	1.0620666278177755	0.24173718028714256	0.00999980000399992	6.433836178343284
0.2693828834813022	100.0	0.065	0.000206231873068341	0.0	1.999960000799984e-05	0.002	1.259885727886385	0.4541419421281907	0.00999980000399992	26.938288348130218
1.1278984403887466	100.0	0.065	0.0005209577422399247	0.0	1.999960000799984e-05	0.002	2.0882593978920565	0.7217552683385817	0.00999980000399992	112.78984403887466
0.020462090418802596	100.0	0.065	1.9354314304886877e-05	0.0	1.999960000799984e-05	0.002	1.019739295354554	0.13912911074556358	0.00999980000399992	2.0462090418802594
0.07424376687017012	100.0	0.065	6.682440729921524e-05	0.0	1.999960000799984e-05	0.002	1.071622511013556	0.2585191520865514	0.00999980000399992	7.424376687017012
0.23344253863078063	100.0	0.065	0.00018377490499488225	0.0	1.999960000799984e-05	0.002	1.2252105722476534	0.4287051014787685	0.00999980000399992	23.344253863078062
0.977417242845434	100.0	0.065	0.0004851900945759269	0.0	1.999960000799984e-05	0.002	1.9430546490936957	0.6965422449003656	0.00999980000399992	97.7417242845434
0.02361239280296863	100.0	0.065	2.226770303925818e-05	0.0	1.999960000799984e-05	0.002	1.0227783431670026	0.14923358837390696	0.00999980000399992	2.361239280296863
0.08567418824909445	100.0	0.065	7.632714113470218e-05	0.0	1.999960000799984e-05	0.002	1.0826496687897	0.2762891788513205	0.00999980000399992	8.567418824909446
0.2022972586013098	100.0	0.065	0.000163260130586651	0.0	1.999960000799984e-05	0.002	1.1951620736552724	0.40407063784917396	0.00999980000399992	20.22972586013098
0.8470128447755427	100.0	0.065	0.0004495711135017455	0.0	1.999960000799984e-05	0.002	1.817224330860608	0.6704918213648349	0.00999980000399992	84.70128447755427
0.027247709421191743	100.0	0.065	2.5608187580572483e-05	0.0	1.999960000799984e-05	0.002	1.02628528490647	0.16003612012229307	0.00999980000399992	2.724770942119174
0.09886441436864095	100.0	0.065	8.70551088633098e-05	0.0	1.999960000799984e-05	0.002	1.095374635818659	0.2950669866181607	0.00999980000399992	9.886441436864095
0.17530729865104852	100.0	0.065	0.00014462946572912916	0.0	1.999960000799984e-05	0.002	1.1691228828415996	0.38031822732265386	0.00999980000399992	17.530729865104853
0.7340066532141275	100.0	0.065	0.00041445982046217633	0.0	1.999960000799984e-05	0.002	1.7081834392278987	0.6437811620354014	0.00999980000399992	73.40066532141275
0.03144271209177748	100.0	0.065	2.9434705078990042e-05	0.0	1.999960000799984e-05	0.002	1.0303321591981287	0.17157662391449646	0.00999980000399992	3.144271209177748
0.11408538123566814	100.0	0.065	9.912905083087065e-05	0.0	1.999960000799984e-05	0.002	1.1100588288789102	0.31486396960286883	0.00999980000399992	11.408538123566814
0.15191826707299214	100.0	0.065	0.0001278000146900382	0.0	1.999960000799984e-05	0.002	1.1465580270225724	0.3575078504186827	0.00999980000399992	15.191826707299214
0.6360774459156837	100.0	0.065	0.00038019494488605865	0.0	1.999960000799984e-05	0.002	1.613691842571966	0.6165991549342984	0.00999980000399992	63.60774459156837
0.13164973762102358	100.0	0.065	0.00011267083607346962	0.0	1.999960000799984e-05	0.002	1.1270039183846006	0.33568128918030654	0.00999980000399992	13.164973762102358
0.551213691907217	100.0	0.065	0.00034708235105751495	0.0	1.999960000799984e-05	0.002	1.5318082748017285	0.589140192292996	0.00999980000399992	55.1213691907217
0.01	100.0	0.065	0.00012009139280066972	0.0	0.0002514234562847976	0.02514866859365854	1.0096981622331351	0.09800457392706172	0.009997485765437152	1.0
0.03628356895635042	100.0	0.065	0.0004250047938025858	0.0	0.0002514234562847976	0.02514866859365854	1.0351889268396792	0.1843673566270852	0.009997485765437152	3.628356895635042
0.4776722333057848	100.0	0.065	0.003958108758146284	0.0	0.0002514234562847976	0.02514866859365854	1.4633416072586616	0.5625917093651317	0.009997485765437152	47.76722333057848
2.000000000000001	100.0	0.065	0.008247600648328302	0.0	0.0002514234562847976	0.02514866859365854	2.940395971655854	0.812023727311405	0.009997485765437152	200.00000000000009
0.011539579935230481	100.0	0.065	0.0001383757955463194	0.0	0.0002514234562847976	0.02514866859365854	1.0111912820060802	0.1052010978435954	0.009997485765437152	1.1539579935230482
0.041869714430725284	100.0	0.065	0.0004878842979663123	0.0	0.0002514234562847976	0.02514866859365854	1.0406066701048642	0.19753536430118174	0.009997485765437152	4.186971443072529
0.413942479697589	100.0	0.065	0.0035813374255979635	0.0	0.0002514234562847976	0.02514866859365854	1.4015164620058789	0.5351506544409727	0.009997485765437152	41.3942479697589
1.7331653415684352	100.0	0.065	0.007837340659725411	0.0	0.0002514234562847976	0.02514866859365854	2.6814809686591516	0.7915775652297581	0.009997485765437152	173.31653415684352
0.013316190508157393	100.0	0.065	0.00015940823464488663	0.0	0.0002514234562847976	0.02514866859365854	1.0129142828332691	0.11291336640574055	0.009997485765437152	1.3316190508157393
0.04831589165386277	100.0	0.065	0.0005596357352853909	0.0	0.0002514234562847976	0.02514866859365854	1.0468585583136159	0.21156235052923128	0.009997485765437152	4.831589165386277
0.3587153796073786	100.0	0.065	0.00322687762111451	0.0	0.0002514234562847976	0.02514866859365854	1.347941205135137	0.5079821307592773	0.009997485765437152	35.87153796073786
1.5019310506070158	100.0	0.065	0.007411879091004159	0.0	0.0002514234562847976	0.02514866859365854	2.4571129300112777	0.7697995507503935	0.009997485765437152	150.19310506070158
0.015366324480163965	100.0	0.065	0.00018359003309653676	0.0	0.0002514234562847976	0.02514866859365854	1.0149025578204478	0.1211753460318924	0.009997485765437152	1.5366324480163964
0.05575450938816848	100.0	0.065	0.000641376060743104	0.0	0.0002514234562847976	0.02514866859365854	1.054073027040999	0.22648589342246583	0.009997485765437152	5.575450938816847
0.31085653171153665	100.0	0.065	0.0028961048603294293	0.0	0.0002514234562847976	0.02514866859365854	1.301514953588153	0.4812467770054925	0.009997485765437152	31.085653171153666
1.301547421168774	100.0	0.065	0.006974929157428811	0.0	0.0002514234562847976	0.02514866859365854	2.262682628367001	0.7467717787035962	0.009997485765437152	130.1547421168774
0.017732092964954104	100.0	0.065	0.00021137732520415398	0.0	0.0002514234562847976	0.02514866859365854	1.017196949471725	0.13002253156779914	0.009997485765437152	1.7732092964954103
0.06433836178343283	100.0	0.065	0.0007343212284097733	0.0	0.0002514234562847976	0.02514866859365854	1.0623982891292394	0.24234096116282686	0.009997485765437152	6.433836178343284
0.2693828834813022	100.0	0.065	0.0025897667721507256	0.0	0.0002514234562847976	0.02514866859365854	1.2612837209677696	0.45508683546939876	0.009997485765437152	26.938288348130218
1.1278984403887466	100.0	0.065	0.006530646422539754	0.0	0.0002514234562847976	0.02514866859365854	2.0941957433622784	0.722604526363409	0.009997485765437152	112.78984403887466
0.020462090418802596	100.0	0.065	0.00024328730695166723	0.0	0.0002514234562847976	0.02514866859365854	1.0198445887749648	0.13949183897572087	0.009997485765437152	2.0462090418802594
0.07424376687017012	100.0	0.065	0.0008397818435215143	0.0	0.0002514234562847976	0.02514866859365854	1.0720053805103824	0.2591587584899829	0.009997485765437152	7.424376687017012
0.23344253863078063	100.0	0.065	0.002308043183395614	0.0	0.0002514234562847976	0.02514866859365854	1.2264208204647153	0.42962436927135994	0.009997485765437152	23.344253863078062
0.977417242845434	100.0	0.065	0.006083478112659635	0.0	0.0002514234562847976	0.02514866859365854	1.9481908258877623	0.6974341451831017	0.009997485765437152	97.7417242845434
0.02361239280296863	100.0	0.065	0.0002799047871459015	0.0	0.0002514234562847976	0.02514866859365854	1.0228998635049569	0.14962144416584205	0.009997485765437152	2.361239280296863
0.08567418824909445	100.0	0.065	0.0009591537475506229	0.0	0.0002514234562847976	0.02514866859365854	1.0830916751666269	0.2769653768569243	0.009997485765437152	8.567418824909446
0.2022972586013098	100.0	0.065	0.0020506241114761625	0.0	0.0002514234562847976	0.02514866859365854	1.1962098811038295	0.4049605479707043	0.009997485765437152	20.22972586013098
0.8470128447755427	100.0	0.065	0.005637988225011048	0.0	0.0002514234562847976	0.02514866859365854	1.821668209497686	0.6714194968401389	0.009997485765437152	84.70128447755427
0.027247709421191743	100.0	0.065	0.0003218888984968249	0.0	0.0002514234562847976	0.02514866859365854	1.0264255356480176	0.16045055576645953	0.009997485765437152	2.724770942119174
0.09886441436864095	100.0	0.065	0.0010939021761728895	0.0	0.0002514234562847976	0.02514866859365854	1.0958849414810006	0.2957802449574474	0.009997485765437152	9.886441436864095
0.17530729865104852	100.0	0.065	0.0018167969827902475	0.0	0.0002514234562847976	0.02514866859365854	1.1700301289302701	0.3811758535406705	0.009997485765437152	17.530729865104853
0.7340066532141275	100.0	0.065	0.005198672717608432	0.0	0.0002514234562847976	0.02514866859365854	1.7120284079708945	0.6447371404796828	0.009997485765437152	73.40066532141275
0.03144271209177748	100.0	0.065	0.0003699797597962462	0.0	0.0002514234562847976	0.02514866859365854	1.0304940309125128	0.17201910782217253	0.009997485765437152	3.144271209177748
0.11408538123566814	100.0	0.065	0.0012455380447188302	0.0	0.0002514234562847976	0.02514866859365854	1.1106480233509515	0.31561438809305997	0.009997485765437152	11.408538123566814
0.15191826707299214	100.0	0.065	0.001605535586254092	0.0	0.0002514234562847976	0.02514866859365854	1.1473436312452288	0.3583310215142977	0.009997485765437152	15.191826707299214
0.6360774459156837	100.0	0.065	0.004769780491679865	0.0	0.0002514234562847976	0.02514866859365854	1.6170187327809415	0.6175756080773707	0.009997485765437152	63.60774459156837
